customer_key,customer_id,first_name,last_name,gender,date_of_birth,nationality,email,phone,eff_start_date,eff_end_date,is_current,created_at,updated_at
6768,CUS0006241,Christina,Haas,F,1974-09-02,Thai,christina.haas@hotmail.com,839-952-5800,2021-06-15,,1,2021-06-15 21:07:50,2023-10-22 16:53:12
6769,CUS0006242,Jessica,Miller,F,1953-03-15,Singaporean,jessica.miller@yahoo.com,098-633-1665,2022-09-19,,1,2022-09-19 23:35:07,2023-08-12 16:54:27
6770,CUS0006243,Daniel,Vance,M,1953-10-31,Malaysian,daniel.vance@gmail.com,103-800-6195,2022-06-18,,1,2022-06-18 22:43:44,2025-08-12 05:32:13
6771,CUS0006244,Kara,Smith,F,1991-05-25,Malaysian,kara.smith@outlook.com,244-189-2348,2021-10-06,,1,2021-10-06 13:20:41,2022-02-14 15:57:39
6772,CUS0006245,Yvonne,Murray,F,1974-02-12,Indonesian,yvonne.murray@outlook.com,515-152-8548,2023-01-08,,1,2023-01-08 03:15:35,2026-02-28 12:17:50
6773,CUS0006246,Lisa,Alexander,F,1956-10-04,Thai,lisa.alexander@yahoo.com,196-902-1386,2022-07-21,,1,2022-07-21 02:50:56,2022-07-21 02:50:56
6774,CUS0006247,Regina,Jones,F,1994-05-02,Australian,regina.jones@hotmail.com,183-949-7527,2022-11-02,,1,2022-11-02 06:55:34,2022-11-02 06:55:34
6775,CUS0006248,Brianna,Leonard,F,1950-12-08,Thai,brianna.leonard@hotmail.com,424-082-7461,2022-09-12,,1,2022-09-12 05:30:24,2022-09-12 05:30:24
6776,CUS0006249,Bryan,Short,M,1970-08-22,British,bryan.short@outlook.com,337-309-0090,2022-04-01,,1,2022-04-01 19:11:28,2022-10-13 08:20:26
6777,CUS0006250,Linda,Hardy,F,1956-01-20,Japanese,linda.hardy@gmail.com,390-410-4063,2021-11-10,2023-02-11,0,2021-11-10 03:59:55,2023-02-11 11:33:50
6778,CUS0006250,Linda,Hardy,F,1956-01-20,Japanese,linda66@outlook.com,673-009-1646,2023-02-12,,1,2023-02-12 01:03:35,2023-02-12 01:03:35
6779,CUS0006251,Angela,Jensen,F,2002-05-09,Indonesian,angela.jensen@yahoo.com,158-530-8967,2021-12-06,,1,2021-12-06 02:11:34,2022-08-14 11:40:54
6780,CUS0006252,Billy,Avery,M,1989-07-20,British,billy.avery@outlook.com,452-362-1903,2022-04-09,,1,2022-04-09 11:30:13,2022-04-09 11:30:13
6781,CUS0006253,Michelle,Peck,F,1968-09-06,Malaysian,michelle.peck@hotmail.com,384-412-6326,2021-10-14,,1,2021-10-14 03:08:05,2021-10-14 03:08:05
6782,CUS0006254,Karen,Booker,F,2001-01-30,Japanese,karen.booker@yahoo.com,634-596-2635,2023-03-18,,1,2023-03-18 08:55:42,2023-03-18 08:55:42
6783,CUS0006255,Michelle,Hutchinson,F,1964-06-30,Japanese,michelle.hutchinson@hotmail.com,522-774-8076,2022-03-29,,1,2022-03-29 12:42:41,2023-01-28 11:36:35
6784,CUS0006256,Rachael,Williams,F,2002-10-02,Singaporean,rachael.williams@hotmail.com,965-459-2544,2022-08-16,,1,2022-08-16 23:05:53,2024-11-28 20:07:36
6785,CUS0006257,Sophia,Chavez,F,1979-09-25,Japanese,sophia.chavez@hotmail.com,424-932-7384,2022-07-12,,1,2022-07-12 12:52:06,2025-02-11 15:16:56
6786,CUS0006258,John,Jones,M,1954-04-01,Emirati,john.jones@gmail.com,594-827-0690,2023-04-08,,1,2023-04-08 15:02:32,2025-01-27 16:36:26
6787,CUS0006259,Matthew,Benjamin,M,1956-07-03,Malaysian,matthew.benjamin@outlook.com,972-858-0208,2021-09-26,,1,2021-09-26 07:10:47,2026-03-14 03:45:00
6788,CUS0006260,Melissa,Contreras,F,1970-04-17,Emirati,melissa.contreras@hotmail.com,602-883-6857,2022-07-14,,1,2022-07-14 06:14:38,2024-10-12 01:52:14
6789,CUS0006261,Nathaniel,Reed,M,2001-10-04,Singaporean,nathaniel.reed@hotmail.com,804-393-9881,2022-10-14,,1,2022-10-14 02:29:15,2022-10-14 02:29:15
6790,CUS0006262,Jeffrey,Lane,M,1982-05-14,Japanese,jeffrey.lane@gmail.com,504-464-3077,2021-10-14,,1,2021-10-14 13:54:56,2021-10-14 13:54:56
6791,CUS0006263,Terry,Bates,F,1953-08-19,Indonesian,terry.bates@gmail.com,282-739-8099,2023-04-27,,1,2023-04-27 02:59:46,2023-04-27 02:59:46
6792,CUS0006264,Joseph,Mccarty,M,1985-03-09,British,joseph.mccarty@hotmail.com,953-774-7693,2021-06-14,,1,2021-06-14 18:39:10,2022-04-12 22:25:20
6793,CUS0006265,Michelle,Fuentes,F,1952-11-27,Indonesian,michelle.fuentes@hotmail.com,583-784-9860,2021-07-12,,1,2021-07-12 10:26:56,2021-07-12 10:26:56
6794,CUS0006266,Shelly,Evans,F,1974-11-19,Emirati,shelly.evans@gmail.com,188-689-0550,2022-06-11,,1,2022-06-11 02:32:50,2022-06-11 02:32:50
6795,CUS0006267,Katrina,Baker,F,1989-11-20,Indonesian,katrina.baker@hotmail.com,950-918-1498,2023-04-19,,1,2023-04-19 13:45:34,2024-04-18 15:40:21
6796,CUS0006268,Erin,Williams,F,2002-10-30,Malaysian,erin.williams@gmail.com,265-287-9059,2022-05-09,,1,2022-05-09 20:22:36,2022-05-09 20:22:36
6797,CUS0006269,Aaron,Caldwell,M,1997-11-01,Emirati,aaron.caldwell@hotmail.com,777-810-8813,2021-06-26,,1,2021-06-26 05:41:38,2021-06-26 05:41:38
6798,CUS0006270,Jeffrey,Maynard,M,1968-10-07,Emirati,jeffrey.maynard@gmail.com,100-316-9962,2021-07-24,,1,2021-07-24 20:02:14,2022-12-10 12:05:39
6799,CUS0006271,Nicholas,Berry,M,1963-10-17,British,nicholas.berry@yahoo.com,816-514-2432,2022-09-08,,1,2022-09-08 22:17:07,2024-06-01 00:06:55
6800,CUS0006272,Mandy,Hernandez,F,1997-05-29,Japanese,mandy.hernandez@hotmail.com,406-453-3845,2021-09-28,,1,2021-09-28 14:44:56,2026-05-16 06:02:32
6801,CUS0006273,Misty,Lawson,F,1992-01-07,British,misty.lawson@hotmail.com,419-735-7188,2023-03-13,,1,2023-03-13 15:20:53,2023-06-12 21:30:41
6802,CUS0006274,Jacob,Young,M,1959-11-07,British,jacob.young@gmail.com,319-512-1548,2023-05-09,,1,2023-05-09 19:06:12,2025-02-22 10:14:10
6803,CUS0006275,Mary,Tucker,F,1986-02-04,Indonesian,mary.tucker@yahoo.com,746-740-9061,2021-12-20,,1,2021-12-20 02:12:03,2021-12-20 02:12:03
6804,CUS0006276,Emily,Mack,F,1996-05-27,Indonesian,emily.mack@hotmail.com,310-823-2111,2023-04-10,,1,2023-04-10 02:19:41,2024-02-20 12:44:53
6805,CUS0006277,Joseph,Lopez,M,1970-06-27,British,joseph.lopez@hotmail.com,861-141-6355,2023-02-06,,1,2023-02-06 22:51:57,2024-11-28 12:27:59
6806,CUS0006278,Raven,Hensley,F,1983-05-08,Indonesian,raven.hensley@outlook.com,884-145-7473,2022-02-17,,1,2022-02-17 03:30:28,2023-09-08 17:49:32
6807,CUS0006279,Thomas,Rice,M,1994-01-23,Singaporean,thomas.rice@hotmail.com,576-716-3447,2022-05-17,,1,2022-05-17 00:50:27,2022-05-17 00:50:27
6808,CUS0006280,Kristen,Young,F,1956-01-05,Australian,kristen.young@yahoo.com,197-575-3045,2021-10-28,,1,2021-10-28 22:02:50,2024-04-04 05:48:00
6809,CUS0006281,Russell,Nelson,M,2008-02-02,Emirati,russell.nelson@gmail.com,713-143-9692,2023-03-11,,1,2023-03-11 02:25:30,2024-07-14 15:36:41
6810,CUS0006282,Keith,Anderson,M,2002-10-17,Thai,keith.anderson@hotmail.com,279-307-5047,2022-02-09,,1,2022-02-09 10:45:21,2022-02-09 10:45:21
6811,CUS0006283,Misty,Norman,F,1993-11-22,Emirati,misty.norman@hotmail.com,741-417-4501,2022-10-31,,1,2022-10-31 15:42:40,2024-12-01 03:01:58
6812,CUS0006284,Matthew,Cohen,M,1997-02-28,British,matthew.cohen@gmail.com,595-931-8571,2022-08-31,,1,2022-08-31 13:44:56,2022-08-31 13:44:56
6813,CUS0006285,Jeremy,Cabrera,M,1977-09-20,Thai,jeremy.cabrera@outlook.com,447-858-9443,2022-09-13,,1,2022-09-13 01:51:16,2022-09-13 01:51:16
6814,CUS0006286,Peter,Gray,M,1956-01-29,Thai,peter.gray@gmail.com,089-748-5420,2022-06-18,,1,2022-06-18 10:08:35,2023-12-16 06:46:47
6815,CUS0006287,Veronica,Olsen,F,1988-07-22,Singaporean,veronica.olsen@yahoo.com,139-519-0477,2021-08-29,,1,2021-08-29 04:05:39,2025-06-08 11:25:22
6816,CUS0006288,Melissa,Perez,F,1985-11-26,Malaysian,melissa.perez@outlook.com,562-623-9241,2022-02-26,,1,2022-02-26 06:19:41,2024-05-23 14:41:20
6817,CUS0006289,Robert,Lambert,M,1956-01-26,Thai,robert.lambert@hotmail.com,749-713-6412,2022-01-30,2023-08-25,0,2022-01-30 20:26:07,2023-08-25 11:14:26
6818,CUS0006289,Robert,Lambert,M,1956-01-26,Thai,robert95@outlook.com,418-950-8164,2023-08-26,,1,2023-08-26 13:57:35,2024-08-02 13:14:21
6819,CUS0006290,Juan,Holt,M,1982-08-14,Thai,juan.holt@gmail.com,397-865-1793,2023-05-25,,1,2023-05-25 01:32:54,2025-11-24 06:47:24
6820,CUS0006291,Heather,Russo,F,1997-11-03,Singaporean,heather.russo@yahoo.com,252-747-0465,2022-05-11,,1,2022-05-11 11:42:48,2025-08-27 15:43:07
6821,CUS0006292,Joyce,Hancock,F,1993-10-05,Australian,joyce.hancock@gmail.com,771-578-7293,2021-05-27,,1,2021-05-27 16:25:43,2021-05-27 16:25:43
6822,CUS0006293,Aaron,Patrick,M,2004-07-29,Japanese,aaron.patrick@outlook.com,981-920-9382,2022-08-18,,1,2022-08-18 19:19:13,2026-04-02 11:19:45
6823,CUS0006294,Robert,Edwards,M,1998-03-16,Singaporean,robert.edwards@hotmail.com,325-878-8702,2021-09-06,,1,2021-09-06 05:13:04,2021-09-06 05:13:04
6824,CUS0006295,Charles,Schultz,M,1968-06-09,Japanese,charles.schultz@hotmail.com,464-161-6694,2022-02-12,,1,2022-02-12 12:30:18,2025-12-12 11:26:21
6825,CUS0006296,Katie,Todd,F,1952-05-26,Singaporean,katie.todd@outlook.com,741-399-1454,2022-11-17,,1,2022-11-17 07:16:36,2025-04-18 07:10:47
6826,CUS0006297,Brianna,Hicks,F,1982-06-28,Australian,brianna.hicks@yahoo.com,434-762-9611,2023-04-25,,1,2023-04-25 17:40:44,2023-04-25 17:40:44
6827,CUS0006298,Mary,Wilson,F,2000-03-03,Emirati,mary.wilson@gmail.com,396-083-8921,2022-04-28,,1,2022-04-28 21:46:03,2022-05-02 02:16:57
6828,CUS0006299,Christopher,Bowers,M,1959-03-16,Japanese,christopher.bowers@gmail.com,416-567-3868,2022-12-01,,1,2022-12-01 06:03:54,2023-04-28 10:21:32
6829,CUS0006300,Jessica,Smith,F,1976-04-30,Indonesian,jessica.smith@outlook.com,217-562-6923,2021-11-15,,1,2021-11-15 02:11:36,2023-07-26 16:06:05
6830,CUS0006301,Daniel,Duran,M,1954-11-08,Malaysian,daniel.duran@hotmail.com,246-767-7379,2023-03-28,,1,2023-03-28 06:48:01,2024-08-20 21:56:54
6831,CUS0006302,William,Smith,M,1950-07-30,Indonesian,william.smith@gmail.com,843-848-5159,2022-03-15,,1,2022-03-15 00:47:26,2025-07-10 06:22:56
6832,CUS0006303,Richard,Kemp,M,1964-09-13,Thai,richard.kemp@gmail.com,221-249-5432,2022-08-22,,1,2022-08-22 17:39:24,2022-08-22 17:39:24
6833,CUS0006304,Alexander,Hernandez,M,1964-12-11,Australian,alexander.hernandez@outlook.com,614-438-0515,2022-06-21,,1,2022-06-21 14:35:07,2022-06-21 14:35:07
6834,CUS0006305,Gary,Barnett,M,1962-10-07,Singaporean,gary.barnett@gmail.com,778-340-4665,2021-07-08,,1,2021-07-08 00:28:59,2025-07-01 16:25:39
6835,CUS0006306,Roger,Rios,M,1967-02-18,Thai,roger.rios@hotmail.com,828-232-6680,2022-07-25,,1,2022-07-25 09:22:39,2022-10-10 16:24:08
6836,CUS0006307,Dakota,Miller,M,1961-03-12,Singaporean,dakota.miller@yahoo.com,717-767-4662,2023-02-13,,1,2023-02-13 02:17:07,2023-02-13 02:17:07
6837,CUS0006308,Nicole,Johnson,F,1963-06-23,Japanese,nicole.johnson@hotmail.com,566-094-4697,2022-07-22,2023-06-07,0,2022-07-22 15:09:05,2023-06-07 08:43:30
6838,CUS0006308,Nicole,Johnson,F,1963-06-23,Japanese,nicole30@outlook.com,004-796-2625,2023-06-08,,1,2023-06-08 00:21:16,2023-11-08 13:46:55
6839,CUS0006309,Joan,Fry,F,1992-05-04,Emirati,joan.fry@hotmail.com,761-682-9689,2023-03-29,,1,2023-03-29 01:48:53,2023-03-29 01:48:53
6840,CUS0006310,Patrick,Flynn,M,1988-10-21,Malaysian,patrick.flynn@outlook.com,281-087-1768,2021-09-22,,1,2021-09-22 14:31:38,2023-12-13 23:48:56
6841,CUS0006311,James,Kirby,M,1985-03-19,Indonesian,james.kirby@hotmail.com,868-022-6347,2023-04-04,,1,2023-04-04 16:01:20,2023-04-04 16:01:20
6842,CUS0006312,Tammy,Hill,F,1958-03-02,Thai,tammy.hill@gmail.com,136-317-7626,2021-05-29,,1,2021-05-29 04:14:36,2026-03-29 05:25:09
6843,CUS0006313,David,Mcguire,M,2005-06-08,Indonesian,david.mcguire@yahoo.com,841-708-7014,2022-03-05,,1,2022-03-05 21:52:59,2023-08-18 11:04:45
6844,CUS0006314,Sharon,Ward,F,1950-10-03,Thai,sharon.ward@hotmail.com,469-575-5526,2022-11-17,,1,2022-11-17 04:39:47,2023-07-20 02:27:39
6845,CUS0006315,Jennifer,Horton,F,1972-09-16,British,jennifer.horton@outlook.com,570-991-9079,2022-08-04,,1,2022-08-04 05:41:06,2025-06-18 06:07:26
6846,CUS0006316,Gregory,Jones,M,1968-06-25,Australian,gregory.jones@gmail.com,388-180-4009,2022-02-06,,1,2022-02-06 12:17:54,2024-01-14 01:00:32
6847,CUS0006317,Daniel,Yates,M,1993-01-24,Japanese,daniel.yates@yahoo.com,944-532-2178,2021-12-12,,1,2021-12-12 17:07:53,2026-03-04 14:07:00
6848,CUS0006318,Angelica,Bentley,F,1978-05-29,Japanese,angelica.bentley@gmail.com,175-963-1364,2021-10-28,,1,2021-10-28 10:59:23,2024-10-14 05:43:59
6849,CUS0006319,Lauren,Foster,F,1962-12-29,Malaysian,lauren.foster@outlook.com,197-640-3932,2022-05-24,,1,2022-05-24 18:30:42,2023-02-08 19:39:18
6850,CUS0006320,Jeremy,Reid,M,2003-10-07,Indonesian,jeremy.reid@hotmail.com,142-145-4781,2022-04-21,,1,2022-04-21 18:07:28,2026-05-19 10:19:19
6851,CUS0006321,Morgan,Maldonado,F,1974-03-14,British,morgan.maldonado@outlook.com,208-620-7669,2023-01-29,,1,2023-01-29 21:16:40,2023-01-29 21:16:40
6852,CUS0006322,Chad,Jones,M,1952-06-08,Australian,chad.jones@outlook.com,001-889-4757,2023-05-11,,1,2023-05-11 03:04:34,2025-05-23 12:32:30
6853,CUS0006323,Carla,Hunter,F,2007-07-21,Japanese,carla.hunter@outlook.com,081-636-0209,2022-12-05,,1,2022-12-05 19:12:28,2022-12-05 19:12:28
6854,CUS0006324,Calvin,Dunn,M,1988-02-02,Thai,calvin.dunn@yahoo.com,604-409-9975,2023-03-07,,1,2023-03-07 04:37:49,2023-05-20 13:18:25
6855,CUS0006325,Shawn,Brown,M,1958-05-08,Thai,shawn.brown@outlook.com,851-688-6204,2021-11-07,,1,2021-11-07 15:56:07,2022-08-22 02:06:10
6856,CUS0006326,Kayla,Tyler,F,2004-10-11,Thai,kayla.tyler@gmail.com,581-410-8826,2022-12-31,,1,2022-12-31 11:56:52,2022-12-31 11:56:52
6857,CUS0006327,Brenda,Hendrix,F,1980-09-25,Thai,brenda.hendrix@hotmail.com,569-078-2394,2022-01-13,,1,2022-01-13 05:39:18,2022-01-13 05:39:18
6858,CUS0006328,Sarah,Moreno,F,1953-08-18,Malaysian,sarah.moreno@hotmail.com,487-340-5717,2022-09-16,,1,2022-09-16 07:36:39,2022-09-16 07:36:39
6859,CUS0006329,Joseph,Peterson,M,1973-08-31,British,joseph.peterson@yahoo.com,394-634-3152,2021-06-03,,1,2021-06-03 08:33:12,2021-06-03 08:33:12
6860,CUS0006330,Kimberly,Lopez,F,1985-01-21,Australian,kimberly.lopez@outlook.com,029-825-1628,2021-07-29,,1,2021-07-29 22:32:39,2021-07-29 22:32:39
6861,CUS0006331,Jordan,Curtis,F,1963-01-22,Thai,jordan.curtis@hotmail.com,796-641-0012,2022-06-23,,1,2022-06-23 15:48:23,2022-08-29 17:59:15
6862,CUS0006332,Dennis,Mahoney,M,1961-08-25,Malaysian,dennis.mahoney@gmail.com,073-108-3708,2022-09-14,,1,2022-09-14 13:36:13,2023-02-26 13:02:19
6863,CUS0006333,Steven,Simpson,M,1992-10-28,British,steven.simpson@yahoo.com,985-196-5284,2022-01-21,,1,2022-01-21 06:51:20,2022-02-26 02:52:15
6864,CUS0006334,Thomas,Reyes,M,1997-11-30,British,thomas.reyes@outlook.com,977-689-7990,2021-11-07,,1,2021-11-07 18:26:46,2021-11-07 18:26:46
6865,CUS0006335,Molly,Randolph,F,1986-03-08,Australian,molly.randolph@outlook.com,481-950-0015,2022-11-19,,1,2022-11-19 14:03:58,2024-06-18 09:42:52
6866,CUS0006336,Nicholas,Hughes,M,2005-04-19,Singaporean,nicholas.hughes@gmail.com,354-198-9320,2023-04-15,,1,2023-04-15 13:53:13,2023-04-15 13:53:13
6867,CUS0006337,Justin,Ray,M,1967-03-20,Singaporean,justin.ray@hotmail.com,659-552-3662,2022-04-07,,1,2022-04-07 15:34:56,2024-11-21 14:33:15
6868,CUS0006338,Travis,West,M,1998-01-05,British,travis.west@hotmail.com,715-789-9370,2021-10-24,,1,2021-10-24 22:38:24,2023-04-03 08:35:08
6869,CUS0006339,Brenda,Myers,F,2001-01-16,Emirati,brenda.myers@yahoo.com,178-829-3144,2022-08-03,,1,2022-08-03 05:46:42,2023-02-18 22:19:59
6870,CUS0006340,Michael,Paul,M,1991-08-17,Indonesian,michael.paul@outlook.com,476-932-5726,2021-07-03,2022-08-22,0,2021-07-03 13:54:10,2022-08-22 22:04:36
6871,CUS0006340,Michael,Paul,M,1991-08-17,Indonesian,michael69@yahoo.com,092-522-8039,2022-08-23,,1,2022-08-23 02:15:48,2024-01-10 12:23:13
6872,CUS0006341,Natalie,Johnson,F,1988-08-02,Indonesian,natalie.johnson@gmail.com,802-535-2348,2023-02-22,,1,2023-02-22 06:16:20,2025-10-23 14:53:48
6873,CUS0006342,Tara,Santiago,F,1960-05-16,Australian,tara.santiago@yahoo.com,449-778-7268,2022-02-28,,1,2022-02-28 10:40:28,2023-09-29 09:13:11
6874,CUS0006343,Warren,Diaz,M,2000-07-28,Malaysian,warren.diaz@outlook.com,052-843-0443,2022-10-14,,1,2022-10-14 16:31:33,2022-10-14 16:31:33
6875,CUS0006344,Eric,Hill,M,1968-06-13,Malaysian,eric.hill@outlook.com,522-039-4805,2023-04-30,,1,2023-04-30 05:38:43,2026-02-01 15:02:12
6876,CUS0006345,Monique,Garcia,F,2004-02-13,Emirati,monique.garcia@yahoo.com,854-378-2625,2023-01-27,,1,2023-01-27 00:38:58,2023-01-27 00:38:58
6877,CUS0006346,Kristy,Glover,F,1986-08-16,Thai,kristy.glover@gmail.com,385-214-9579,2022-02-09,,1,2022-02-09 16:39:43,2022-02-09 16:39:43
6878,CUS0006347,Sarah,Snyder,F,1952-01-21,Malaysian,sarah.snyder@gmail.com,244-011-4320,2022-01-27,,1,2022-01-27 02:54:40,2025-01-08 22:22:42
6879,CUS0006348,Kelly,Smith,F,1965-08-16,British,kelly.smith@gmail.com,721-788-7844,2021-07-24,,1,2021-07-24 15:59:03,2024-07-15 22:48:46
6880,CUS0006349,Robert,Williams,M,1977-09-22,British,robert.williams@hotmail.com,828-607-4852,2022-08-09,,1,2022-08-09 03:07:00,2024-04-09 03:59:58
6881,CUS0006350,Joe,Richardson,M,1969-10-27,Indonesian,joe.richardson@outlook.com,228-392-4720,2022-11-12,,1,2022-11-12 21:13:27,2026-05-16 04:54:25
6882,CUS0006351,John,Crawford,M,1975-05-11,Thai,john.crawford@outlook.com,525-893-9425,2022-08-12,,1,2022-08-12 05:54:22,2024-10-05 19:55:27
6883,CUS0006352,Randy,Meza,M,1970-05-07,Malaysian,randy.meza@outlook.com,111-213-9511,2022-04-02,,1,2022-04-02 12:06:40,2022-07-22 21:24:54
6884,CUS0006353,Jeremy,Bartlett,M,2006-03-23,Thai,jeremy.bartlett@outlook.com,976-220-2154,2023-01-20,,1,2023-01-20 13:39:28,2025-09-17 23:34:30
6885,CUS0006354,Dana,Carr,F,1966-05-05,British,dana.carr@hotmail.com,475-843-7402,2022-10-06,,1,2022-10-06 14:55:45,2023-02-22 08:18:50
6886,CUS0006355,Paula,Mooney,F,1951-07-10,Australian,paula.mooney@hotmail.com,620-922-7515,2022-08-01,,1,2022-08-01 15:57:45,2022-08-01 15:57:45
6887,CUS0006356,George,Dunlap,M,1974-10-31,Thai,george.dunlap@outlook.com,230-451-4246,2022-08-13,,1,2022-08-13 06:16:35,2025-11-24 22:09:17
6888,CUS0006357,John,Johnson,M,2005-10-24,Singaporean,john.johnson@gmail.com,996-412-4956,2023-01-29,,1,2023-01-29 16:09:30,2025-07-14 14:53:57
6889,CUS0006358,Michael,Jones,M,1954-09-20,Australian,michael.jones@outlook.com,112-919-7426,2022-09-16,,1,2022-09-16 00:26:56,2022-09-16 00:26:56
6890,CUS0006359,Ashley,Jones,F,1956-06-07,Emirati,ashley.jones@yahoo.com,723-466-0380,2022-08-10,,1,2022-08-10 14:37:05,2023-05-18 19:04:56
6891,CUS0006360,Cynthia,Garcia,F,1957-08-07,Australian,cynthia.garcia@hotmail.com,871-803-6313,2022-11-29,,1,2022-11-29 23:52:36,2026-01-24 06:42:44
6892,CUS0006361,Lisa,Rodriguez,F,2008-05-23,Emirati,lisa.rodriguez@gmail.com,903-287-1718,2022-01-23,,1,2022-01-23 15:35:39,2025-08-08 06:02:02
6893,CUS0006362,James,Baldwin,M,1958-03-25,Malaysian,james.baldwin@gmail.com,489-815-3201,2021-06-17,2022-04-19,0,2021-06-17 11:41:41,2022-04-19 03:24:32
6894,CUS0006362,James,Baldwin,M,1958-03-25,Malaysian,james13@gmail.com,355-831-0621,2022-04-20,,1,2022-04-20 10:01:13,2022-04-20 10:01:13
6895,CUS0006363,Candace,Velasquez,F,1990-12-06,Malaysian,candace.velasquez@hotmail.com,169-404-9636,2022-02-08,,1,2022-02-08 15:11:26,2024-04-27 14:17:22
6896,CUS0006364,Alexander,Warner,M,1984-06-27,Thai,alexander.warner@gmail.com,290-311-8609,2021-07-13,,1,2021-07-13 13:53:54,2023-06-09 08:55:11
6897,CUS0006365,Brian,Price,M,1976-09-01,Japanese,brian.price@gmail.com,650-856-2455,2022-02-11,,1,2022-02-11 07:03:39,2022-08-31 06:06:24
6898,CUS0006366,Stephen,Mooney,M,1996-10-21,Indonesian,stephen.mooney@gmail.com,090-429-8565,2022-07-26,,1,2022-07-26 02:02:12,2024-07-18 19:46:59
6899,CUS0006367,Stephanie,Wilkerson,F,1992-04-22,Malaysian,stephanie.wilkerson@outlook.com,727-545-8143,2021-05-30,,1,2021-05-30 18:22:43,2021-05-30 18:22:43
6900,CUS0006368,Cheryl,Andersen,F,2000-05-06,British,cheryl.andersen@hotmail.com,459-992-7466,2021-10-06,,1,2021-10-06 12:59:01,2025-03-27 20:08:41
6901,CUS0006369,Jennifer,Dominguez,F,1986-09-22,Australian,jennifer.dominguez@gmail.com,555-760-5878,2023-04-22,,1,2023-04-22 08:42:48,2025-11-12 18:04:25
6902,CUS0006370,Jesse,Lewis,M,1991-08-22,Emirati,jesse.lewis@yahoo.com,029-640-8218,2021-12-29,,1,2021-12-29 02:35:26,2021-12-29 02:35:26
6903,CUS0006371,Jacob,Conner,M,2002-07-30,Japanese,jacob.conner@yahoo.com,064-599-6318,2022-07-07,,1,2022-07-07 22:54:34,2022-07-07 22:54:34
6904,CUS0006372,Mark,Garrett,M,1982-08-01,British,mark.garrett@hotmail.com,988-235-1960,2023-01-29,,1,2023-01-29 01:17:34,2025-10-16 02:36:45
6905,CUS0006373,Katie,Bullock,F,1973-01-19,Emirati,katie.bullock@yahoo.com,055-814-7912,2021-10-15,,1,2021-10-15 17:41:45,2026-05-22 10:42:48
6906,CUS0006374,George,Peterson,M,1985-03-22,British,george.peterson@outlook.com,091-588-4902,2022-07-09,,1,2022-07-09 16:12:10,2022-10-15 09:03:18
6907,CUS0006375,Paul,Scott,M,1999-10-15,Singaporean,paul.scott@gmail.com,109-792-9362,2022-01-29,,1,2022-01-29 11:18:00,2024-07-13 01:36:15
6908,CUS0006376,Steven,Mccarty,M,1999-01-30,Japanese,steven.mccarty@gmail.com,409-337-3260,2022-07-31,,1,2022-07-31 00:01:30,2026-02-09 03:20:59
6909,CUS0006377,Adam,Thompson,M,1980-06-19,Indonesian,adam.thompson@hotmail.com,238-856-5665,2022-01-11,,1,2022-01-11 23:29:42,2025-04-05 05:37:25
6910,CUS0006378,Jeff,Taylor,M,1959-03-15,Emirati,jeff.taylor@outlook.com,636-958-0004,2022-07-27,,1,2022-07-27 09:53:42,2024-11-17 12:27:22
6911,CUS0006379,Samantha,Russell,F,2008-02-27,Japanese,samantha.russell@hotmail.com,584-165-1163,2022-09-20,,1,2022-09-20 15:46:51,2023-03-23 05:43:19
6912,CUS0006380,Christina,Elliott,F,1967-02-05,Singaporean,christina.elliott@yahoo.com,308-689-3977,2022-05-04,,1,2022-05-04 02:14:40,2022-05-04 02:14:40
6913,CUS0006381,Amber,Fuentes,F,1974-03-18,British,amber.fuentes@yahoo.com,199-529-0306,2023-03-25,,1,2023-03-25 02:55:41,2024-06-13 10:49:12
6914,CUS0006382,Jason,Phillips,M,1975-06-28,Thai,jason.phillips@yahoo.com,974-145-1873,2022-03-28,,1,2022-03-28 23:18:17,2025-06-13 18:12:58
6915,CUS0006383,Sara,Shields,F,1985-04-24,Malaysian,sara.shields@outlook.com,543-459-2021,2021-12-02,,1,2021-12-02 21:21:38,2026-01-17 21:14:48
6916,CUS0006384,Brittany,Thompson,F,1979-01-18,Emirati,brittany.thompson@yahoo.com,338-328-0287,2022-11-06,,1,2022-11-06 04:04:22,2022-11-06 04:04:22
6917,CUS0006385,Frank,Douglas,M,1967-10-27,Indonesian,frank.douglas@hotmail.com,117-371-7845,2022-07-04,,1,2022-07-04 12:34:21,2026-03-01 10:43:01
6918,CUS0006386,Krista,Santos,F,2008-01-29,Emirati,krista.santos@hotmail.com,857-433-1164,2022-05-09,,1,2022-05-09 22:59:56,2026-02-26 23:48:11
6919,CUS0006387,James,Jones,M,1973-02-25,Malaysian,james.jones@hotmail.com,360-743-3989,2022-12-20,,1,2022-12-20 19:04:09,2026-05-17 01:31:49
6920,CUS0006388,Patrick,Williamson,M,1982-03-10,British,patrick.williamson@yahoo.com,504-331-5999,2022-07-27,,1,2022-07-27 21:32:40,2023-07-22 15:06:33
6921,CUS0006389,Rachel,Smith,F,1978-01-14,Thai,rachel.smith@hotmail.com,281-593-3688,2022-12-26,,1,2022-12-26 15:10:27,2022-12-26 15:10:27
6922,CUS0006390,Michael,Williams,M,1996-01-07,Thai,michael.williams@gmail.com,160-641-6681,2022-10-23,,1,2022-10-23 10:23:56,2025-01-05 08:33:17
